Date,Weather Type,Highest Temperature,Lowest Temperature,Wind Speed,Rain,Humidity,Cloud,Pressure
30/05/2012,Moderate or heavy rain shower,35,26,9,7,76,30,1007
31/05/2012,Patchy light rain with thunder,34,26,8,21,78,37,1006
01/06/2012,Moderate or heavy rain shower,33,26,8,36,84,52,1005
02/06/2012,Torrential rain shower,33,26,7,44,86,58,1005
03/06/2012,Moderate or heavy rain shower,32,26,10,63,86,40,1004
04/06/2012,Moderate or heavy rain shower,33,26,12,13,82,47,1005
05/06/2012,Moderate or heavy rain shower,31,26,12,9,81,49,1004
06/06/2012,Moderate or heavy rain shower,31,26,12,15,85,62,1003
07/06/2012,Light rain shower,31,26,12,13,85,55,1004
08/06/2012,Moderate or heavy rain shower,31,25,11,16,85,52,1006
09/06/2012,Moderate or heavy rain shower,32,26,10,8,84,46,1008
10/06/2012,Moderate or heavy rain shower,32,26,11,10,80,31,1008
11/06/2012,Moderate or heavy rain shower,32,26,11,20,80,22,1008
12/06/2012,Torrential rain shower,30,25,11,26,83,32,1008
13/06/2012,Thundery outbreaks possible,33,25,10,2,79,26,1008
14/06/2012,Patchy rain possible,33,26,13,3,77,22,1007
15/06/2012,Moderate or heavy rain shower,32,25,15,9,81,28,1005
16/06/2012,Moderate or heavy rain shower,32,25,15,8,78,23,1005
17/06/2012,Light rain,29,25,12,5,83,41,1007
18/06/2012,Moderate or heavy rain shower,32,25,15,6,78,48,1008
19/06/2012,Light rain shower,32,25,14,2,78,46,1007
20/06/2012,Moderate or heavy rain shower,32,25,14,16,79,27,1007
21/06/2012,Patchy rain possible,33,25,11,1,78,25,1008
22/06/2012,Patchy rain possible,34,25,9,3,76,18,1008
23/06/2012,Patchy rain possible,34,26,10,4,78,18,1007
24/06/2012,Moderate or heavy rain shower,33,25,12,20,81,24,1008
25/06/2012,Patchy rain possible,34,25,11,11,79,22,1008
26/06/2012,Partly cloudy,34,25,11,2,75,20,1008
27/06/2012,Torrential rain shower,33,25,13,30,80,46,1008
28/06/2012,Moderate or heavy rain shower,33,25,12,11,80,63,1007
29/06/2012,Torrential rain shower,32,25,10,24,82,47,1006
30/06/2012,Light rain shower,28,25,10,24,90,74,1006
01/07/2012,Light rain shower,31,24,10,7,85,63,1006
02/07/2012,Light rain shower,32,25,8,2,81,43,1006
03/07/2012,Torrential rain shower,32,25,9,21,84,43,1004
04/07/2012,Light rain shower,31,25,11,9,85,51,1003
05/07/2012,Torrential rain shower,30,25,13,34,84,64,1004
06/07/2012,Moderate or heavy rain shower,31,26,10,20,84,56,1006
07/07/2012,Moderate or heavy rain shower,32,25,8,13,84,56,1006
08/07/2012,Light rain shower,32,26,8,6,82,48,1006
09/07/2012,Patchy light rain with thunder,33,25,8,0,82,32,1007
10/07/2012,Moderate or heavy rain shower,33,25,7,7,81,51,1007
11/07/2012,Light rain shower,32,25,7,11,87,68,1007
12/07/2012,Torrential rain shower,30,24,8,39,91,65,1008
13/07/2012,Moderate or heavy rain shower,31,24,8,7,87,48,1008
14/07/2012,Patchy rain possible,32,24,7,3,83,35,1008
15/07/2012,Partly cloudy,33,25,8,0,78,22,1008
16/07/2012,Patchy light rain with thunder,34,25,7,6,80,30,1008
17/07/2012,Patchy light rain with thunder,33,26,8,9,83,39,1007
18/07/2012,Moderate or heavy rain shower,32,26,9,8,85,52,1007
19/07/2012,Patchy rain possible,32,25,10,3,82,39,1007
20/07/2012,Torrential rain shower,32,25,9,16,83,63,1008
21/07/2012,Patchy rain possible,32,25,11,3,84,48,1008
22/07/2012,Patchy light rain with thunder,32,25,14,4,83,42,1006
23/07/2012,Patchy rain possible,33,25,16,0,77,15,1004
24/07/2012,Moderate or heavy rain shower,32,25,16,12,79,22,1005
25/07/2012,Light rain shower,33,25,13,4,76,36,1008
26/07/2012,Patchy rain possible,33,25,9,4,77,23,1008
27/07/2012,Moderate or heavy rain shower,32,24,10,13,81,47,1007
28/07/2012,Moderate or heavy rain shower,30,25,9,8,88,65,1008
29/07/2012,Light rain shower,27,24,14,3,88,94,1009
30/07/2012,Light rain shower,30,25,15,1,80,57,1008
31/07/2012,Light rain shower,32,24,16,1,73,39,1007
01/08/2012,Moderate or heavy rain shower,29,25,16,8,83,54,1007
02/08/2012,Light rain shower,30,24,14,9,81,45,1007
03/08/2012,Light rain shower,32,24,14,8,78,36,1007
04/08/2012,Patchy rain possible,33,24,13,3,76,30,1007
05/08/2012,Patchy rain possible,34,25,14,0,74,24,1007
06/08/2012,Patchy rain possible,34,25,16,0,73,20,1007
07/08/2012,Patchy rain possible,33,26,17,2,74,19,1008
08/08/2012,Moderate or heavy rain shower,31,25,11,3,81,52,1007
09/08/2012,Moderate or heavy rain shower,33,25,12,5,75,27,1007
10/08/2012,Patchy rain possible,34,25,12,4,75,20,1008
11/08/2012,Patchy rain possible,34,24,10,4,74,23,1009
12/08/2012,Patchy rain possible,34,26,11,5,73,29,1008
13/08/2012,Moderate or heavy rain shower,34,26,14,4,74,29,1007
14/08/2012,Moderate or heavy rain shower,34,25,13,14,77,29,1007
15/08/2012,Moderate or heavy rain shower,33,25,11,11,80,38,1007
16/08/2012,Moderate or heavy rain shower,33,25,11,11,81,38,1006
17/08/2012,Torrential rain shower,32,25,12,16,84,35,1005
18/08/2012,Moderate or heavy rain shower,31,25,10,9,84,40,1007
19/08/2012,Light rain shower,33,25,8,1,79,32,1008
20/08/2012,Light rain shower,33,25,7,5,77,36,1007
21/08/2012,Torrential rain shower,33,25,8,14,80,41,1007
22/08/2012,Moderate or heavy rain shower,32,26,10,14,82,46,1007
23/08/2012,Moderate or heavy rain shower,32,26,6,36,86,44,1007
24/08/2012,Torrential rain shower,32,25,9,24,84,40,1007
25/08/2012,Torrential rain shower,32,25,8,28,86,54,1009
26/08/2012,Torrential rain shower,32,25,9,17,85,55,1008
27/08/2012,Moderate or heavy rain shower,30,25,10,26,87,46,1007
28/08/2012,Moderate or heavy rain shower,31,25,12,10,85,37,1008
29/08/2012,Moderate or heavy rain shower,31,25,9,5,83,34,1010
30/08/2012,Patchy light rain with thunder,33,24,8,8,81,19,1009
31/08/2012,Moderate or heavy rain shower,31,25,10,8,85,35,1008
01/09/2012,Patchy light drizzle,29,25,8,3,88,46,1008
02/09/2012,Light rain shower,30,24,12,3,88,44,1007
03/09/2012,Light rain shower,31,24,9,3,85,48,1007
04/09/2012,Torrential rain shower,30,24,9,39,87,57,1006
05/09/2012,Moderate or heavy rain shower,31,26,7,37,89,55,1006
06/09/2012,Moderate or heavy rain shower,30,25,10,11,89,71,1008
07/09/2012,Cloudy,30,25,8,2,85,61,1010
08/09/2012,Patchy rain possible,33,25,6,5,79,33,1010
09/09/2012,Patchy light rain with thunder,33,25,5,18,81,48,1009
10/09/2012,Moderate or heavy rain shower,34,26,6,25,80,46,1008
11/09/2012,Moderate or heavy rain shower,31,25,8,17,86,69,1009
12/09/2012,Torrential rain shower,31,25,10,25,86,57,1009
13/09/2012,Patchy light rain,26,25,9,3,93,70,1009
14/09/2012,Moderate or heavy rain shower,30,24,10,18,86,65,1007
15/09/2012,Moderate or heavy rain shower,29,24,8,22,91,80,1007
16/09/2012,Light rain shower,28,24,11,13,90,79,1009
17/09/2012,Torrential rain shower,31,24,9,24,86,55,1010
18/09/2012,Moderate or heavy rain shower,32,24,7,12,84,35,1009
19/09/2012,Moderate or heavy rain shower,32,25,7,16,84,39,1009
20/09/2012,Moderate or heavy rain shower,32,25,5,7,87,60,1009
21/09/2012,Torrential rain shower,31,24,8,18,87,50,1009
22/09/2012,Moderate or heavy rain shower,31,25,10,31,88,50,1008
23/09/2012,Torrential rain shower,30,25,10,21,89,51,1007
24/09/2012,Moderate or heavy rain shower,31,25,9,28,88,50,1006
25/09/2012,Moderate or heavy rain shower,30,25,6,15,89,62,1006
26/09/2012,Moderate or heavy rain shower,33,24,5,5,86,61,1007
27/09/2012,Moderate or heavy rain shower,30,24,8,7,90,69,1008
28/09/2012,Moderate rain,27,24,8,15,94,73,1009
29/09/2012,Light rain shower,28,23,5,2,92,69,1009
30/09/2012,Torrential rain shower,31,24,4,37,89,63,1009
01/10/2012,Torrential rain shower,31,25,4,38,90,59,1010
02/10/2012,Torrential rain shower,30,25,6,32,92,78,1011
03/10/2012,Moderate or heavy rain shower,30,24,5,16,90,58,1009
04/10/2012,Moderate or heavy rain shower,31,24,8,4,88,44,1008
05/10/2012,Moderate or heavy rain shower,30,25,7,16,90,68,1009
06/10/2012,Patchy light drizzle,29,25,9,11,89,59,1009
07/10/2012,Light rain shower,30,24,7,28,89,72,1008
08/10/2012,Moderate or heavy rain shower,31,24,8,6,86,35,1009
09/10/2012,Light rain shower,32,24,5,7,83,39,1009
10/10/2012,Moderate or heavy rain shower,33,25,6,8,82,15,1009
11/10/2012,Patchy rain possible,33,24,5,3,82,23,1009
12/10/2012,Patchy rain possible,33,24,5,2,82,27,1009
13/10/2012,Patchy rain possible,33,24,6,4,81,32,1010
14/10/2012,Patchy rain possible,33,24,6,2,83,31,1011
15/10/2012,Patchy rain possible,33,24,8,1,81,19,1012
16/10/2012,Moderate or heavy rain shower,33,25,6,7,83,27,1012
17/10/2012,Patchy rain possible,34,25,6,3,81,30,1011
18/10/2012,Patchy rain possible,34,24,6,0,78,14,1011
19/10/2012,Patchy rain possible,33,25,6,0,78,19,1010
20/10/2012,Patchy rain possible,34,24,6,0,78,20,1010
21/10/2012,Patchy rain possible,34,25,6,4,77,16,1010
22/10/2012,Light rain shower,32,25,4,4,84,59,1009
23/10/2012,Moderate or heavy rain shower,32,25,7,12,84,63,1009
24/10/2012,Patchy rain possible,33,24,5,2,82,29,1008
25/10/2012,Patchy rain possible,33,25,5,2,80,31,1008
26/10/2012,Partly cloudy,36,24,5,0,77,23,1007
27/10/2012,Patchy rain possible,33,24,6,2,81,20,1007
28/10/2012,Patchy rain possible,32,24,8,1,82,34,1009
29/10/2012,Moderate or heavy rain shower,34,24,7,8,82,24,1008
30/10/2012,Moderate or heavy rain shower,33,25,6,11,81,21,1008
31/10/2012,Moderate or heavy rain shower,33,25,8,6,81,14,1009
01/11/2012,Light rain shower,33,25,5,3,82,37,1010
02/11/2012,Moderate or heavy rain shower,33,24,6,22,85,46,1009
03/11/2012,Patchy rain possible,33,25,6,4,82,30,1009
04/11/2012,Moderate or heavy rain shower,33,25,6,13,83,27,1009
05/11/2012,Torrential rain shower,33,25,4,16,84,30,1010
06/11/2012,Light rain shower,32,24,5,1,85,34,1010
07/11/2012,Patchy rain possible,34,25,4,1,80,20,1009
08/11/2012,Partly cloudy,34,25,6,0,78,22,1008
09/11/2012,Patchy rain possible,34,25,7,2,79,11,1009
10/11/2012,Patchy rain possible,34,24,6,3,79,22,1009
11/11/2012,Moderate or heavy rain shower,32,26,9,13,80,36,1009
12/11/2012,Patchy rain possible,33,25,7,1,79,18,1010
13/11/2012,Light rain shower,33,24,5,1,80,18,1009
14/11/2012,Moderate rain,29,23,10,9,87,56,1008
15/11/2012,Moderate or heavy rain shower,26,23,9,7,94,68,1009
16/11/2012,Light rain shower,30,24,7,4,90,65,1009
17/11/2012,Patchy rain possible,32,24,11,2,86,34,1010
18/11/2012,Moderate or heavy rain shower,32,24,10,5,83,34,1010
19/11/2012,Patchy rain possible,33,24,7,0,81,27,1010
20/11/2012,Patchy rain possible,32,25,7,1,80,21,1010
21/11/2012,Moderate or heavy rain shower,33,25,6,15,81,35,1010
22/11/2012,Moderate or heavy rain shower,33,25,7,12,81,30,1009
23/11/2012,Light rain shower,33,25,9,4,79,32,1009
24/11/2012,Partly cloudy,33,25,12,0,77,19,1010
25/11/2012,Sunny,33,24,12,0,76,10,1011
26/11/2012,Sunny,33,24,11,1,76,9,1010
27/11/2012,Moderate or heavy rain shower,33,25,10,4,78,18,1010
28/11/2012,Sunny,34,24,12,0,75,9,1010
29/11/2012,Sunny,33,24,11,0,74,6,1009
30/11/2012,Sunny,33,24,11,0,74,7,1009
01/12/2012,Partly cloudy,35,24,9,0,75,10,1010
02/12/2012,Cloudy,33,24,7,0,74,39,1010
03/12/2012,Partly cloudy,33,25,7,0,74,14,1010
04/12/2012,Patchy rain possible,33,25,5,5,76,38,1010
05/12/2012,Sunny,36,24,6,0,74,15,1010
06/12/2012,Partly cloudy,33,24,6,0,76,21,1010
07/12/2012,Moderate or heavy rain shower,33,25,6,12,79,35,1010
08/12/2012,Patchy rain possible,33,24,5,2,80,17,1010
09/12/2012,Partly cloudy,33,24,4,0,78,31,1010
10/12/2012,Patchy rain possible,33,24,6,0,76,26,1010
11/12/2012,Partly cloudy,34,24,6,0,78,17,1010
12/12/2012,Patchy rain possible,33,24,5,2,78,24,1010
13/12/2012,Moderate or heavy rain shower,33,25,5,10,77,37,1010
14/12/2012,Moderate or heavy rain shower,34,25,7,5,75,20,1011
15/12/2012,Partly cloudy,33,26,9,0,74,19,1011
16/12/2012,Patchy rain possible,34,25,8,0,73,19,1010
17/12/2012,Sunny,37,25,9,0,71,3,1010
18/12/2012,Patchy rain possible,34,24,8,0,71,22,1010
19/12/2012,Partly cloudy,35,25,7,0,68,18,1009
20/12/2012,Sunny,34,25,4,0,68,10,1009
21/12/2012,Moderate or heavy rain shower,34,26,8,5,70,16,1009
22/12/2012,Light rain shower,35,25,6,1,69,21,1008
23/12/2012,Cloudy,29,24,9,1,75,37,1011
24/12/2012,Cloudy,31,23,8,0,67,46,1011
25/12/2012,Partly cloudy,31,22,7,0,67,23,1009
26/12/2012,Partly cloudy,33,24,5,0,69,18,1008
27/12/2012,Sunny,35,25,4,0,70,12,1008
28/12/2012,Cloudy,35,25,4,0,71,29,1007
29/12/2012,Patchy rain possible,34,26,8,1,71,34,1007
30/12/2012,Patchy rain possible,35,26,5,4,73,29,1008
31/12/2012,Partly cloudy,33,25,6,0,70,25,1009
01/01/2013,Partly cloudy,33,24,4,0,69,15,1010
02/01/2013,Patchy rain possible,34,24,3,0,68,23,1010
03/01/2013,Moderate or heavy rain shower,34,25,3,5,68,27,1011
04/01/2013,Patchy rain possible,32,25,4,0,70,33,1009
05/01/2013,Partly cloudy,29,22,5,0,72,32,1008
06/01/2013,Light rain,26,22,8,8,84,86,1009
07/01/2013,Moderate rain,27,23,8,17,91,62,1009
08/01/2013,Light rain shower,31,23,7,1,82,40,1010
09/01/2013,Light rain shower,33,24,5,4,78,40,1009
10/01/2013,Moderate or heavy rain shower,32,24,7,8,81,40,1010
11/01/2013,Patchy rain possible,33,24,6,2,75,21,1011
12/01/2013,Partly cloudy,33,24,6,0,71,12,1011
13/01/2013,Sunny,33,23,6,0,73,12,1011
14/01/2013,Patchy rain possible,32,23,7,0,74,19,1012
15/01/2013,Partly cloudy,33,23,7,0,72,27,1012
16/01/2013,Sunny,33,23,6,0,67,8,1013
17/01/2013,Sunny,32,22,6,0,65,18,1013
18/01/2013,Sunny,32,22,6,0,63,22,1013
19/01/2013,Sunny,33,22,6,0,64,12,1013
20/01/2013,Partly cloudy,34,23,6,0,65,36,1013
21/01/2013,Partly cloudy,35,25,7,0,64,23,1013
22/01/2013,Moderate or heavy rain shower,34,24,9,8,68,34,1013
23/01/2013,Patchy rain possible,33,24,8,1,71,29,1012
24/01/2013,Partly cloudy,33,24,8,0,70,21,1012
25/01/2013,Cloudy,33,23,9,0,70,32,1012
26/01/2013,Sunny,33,24,9,0,68,15,1012
27/01/2013,Partly cloudy,33,23,9,0,67,15,1013
28/01/2013,Partly cloudy,33,24,7,0,66,19,1013
29/01/2013,Partly cloudy,33,24,8,0,67,21,1012
30/01/2013,Partly cloudy,35,24,9,0,61,43,1013
31/01/2013,Partly cloudy,35,24,9,0,62,31,1013
01/02/2013,Partly cloudy,35,24,8,0,62,27,1013
02/02/2013,Partly cloudy,35,24,6,0,56,23,1012
03/02/2013,Cloudy,36,25,12,0,56,23,1010
04/02/2013,Partly cloudy,36,26,12,0,58,21,1012
05/02/2013,Partly cloudy,36,25,10,0,62,30,1012
06/02/2013,Partly cloudy,35,25,8,0,66,26,1011
07/02/2013,Partly cloudy,36,25,7,0,69,17,1010
08/02/2013,Patchy rain possible,36,24,10,2,71,22,1010
09/02/2013,Partly cloudy,36,24,11,0,65,14,1011
10/02/2013,Sunny,35,25,7,0,60,12,1011
11/02/2013,Partly cloudy,35,25,7,0,59,21,1010
12/02/2013,Sunny,37,25,9,0,60,11,1010
13/02/2013,Partly cloudy,37,24,8,0,55,20,1009
14/02/2013,Patchy rain possible,37,26,8,0,58,33,1009
15/02/2013,Sunny,38,25,10,0,60,11,1009
16/02/2013,Sunny,37,25,9,0,56,15,1009
17/02/2013,Sunny,39,25,9,0,55,7,1009
18/02/2013,Sunny,38,25,11,0,56,2,1008
19/02/2013,Sunny,37,24,11,0,60,7,1008
20/02/2013,Partly cloudy,36,24,7,0,60,15,1009
21/02/2013,Partly cloudy,36,24,5,0,55,27,1009
22/02/2013,Moderate rain at times,26,24,8,14,75,55,1010
23/02/2013,Light rain shower,33,23,9,0,69,39,1010
24/02/2013,Patchy rain possible,36,25,8,2,63,39,1009
25/02/2013,Partly cloudy,36,26,11,0,60,12,1010
26/02/2013,Partly cloudy,37,26,13,0,56,22,1010
27/02/2013,Sunny,37,26,16,0,58,9,1009
28/02/2013,Sunny,37,25,15,0,64,11,1009
01/03/2013,Partly cloudy,37,25,13,0,67,21,1010
02/03/2013,Sunny,37,25,14,0,64,11,1011
03/03/2013,Sunny,39,25,10,0,62,15,1012
04/03/2013,Patchy rain possible,37,26,6,4,59,25,1012
05/03/2013,Sunny,39,25,7,1,57,12,1013
06/03/2013,Sunny,37,26,8,0,55,13,1012
07/03/2013,Partly cloudy,36,26,9,0,58,20,1012
08/03/2013,Partly cloudy,36,26,7,0,57,12,1011
09/03/2013,Sunny,37,25,10,0,59,14,1011
10/03/2013,Partly cloudy,36,25,11,0,64,22,1011
11/03/2013,Partly cloudy,37,25,12,0,65,26,1011
12/03/2013,Partly cloudy,36,25,12,0,64,29,1011
13/03/2013,Partly cloudy,37,25,8,0,66,48,1011
14/03/2013,Partly cloudy,37,25,12,0,67,27,1012
15/03/2013,Light rain shower,38,26,10,2,65,37,1012
16/03/2013,Partly cloudy,38,26,10,0,61,23,1012
17/03/2013,Light rain shower,37,26,10,2,65,28,1011
18/03/2013,Patchy rain possible,37,26,10,1,67,34,1009
19/03/2013,Partly cloudy,37,26,12,0,67,35,1009
20/03/2013,Partly cloudy,36,26,11,0,64,19,1010
21/03/2013,Partly cloudy,38,25,10,0,65,25,1009
22/03/2013,Partly cloudy,37,26,13,0,63,27,1009
23/03/2013,Light rain shower,37,26,10,1,64,35,1009
24/03/2013,Moderate or heavy rain shower,38,27,9,12,65,42,1008
25/03/2013,Moderate or heavy rain shower,37,27,9,8,67,29,1007
26/03/2013,Patchy rain possible,35,27,12,10,67,31,1008
27/03/2013,Light rain shower,36,27,10,2,67,28,1008
28/03/2013,Patchy rain possible,36,27,12,3,67,21,1009
29/03/2013,Patchy rain possible,36,27,11,2,66,30,1009
30/03/2013,Partly cloudy,37,26,12,0,66,28,1008
31/03/2013,Light rain shower,37,27,11,3,67,34,1009
01/04/2013,Partly cloudy,38,28,12,0,64,28,1009
02/04/2013,Patchy rain possible,39,28,11,0,64,31,1009
03/04/2013,Moderate or heavy rain shower,37,27,11,10,67,30,1008
04/04/2013,Moderate or heavy rain shower,36,28,10,12,69,28,1007
05/04/2013,Moderate or heavy rain shower,35,28,10,10,70,32,1006
06/04/2013,Moderate or heavy rain shower,38,29,9,6,65,26,1005
07/04/2013,Moderate or heavy rain shower,36,29,9,11,70,20,1005
08/04/2013,Moderate or heavy rain shower,35,28,12,8,69,28,1008
09/04/2013,Patchy rain possible,34,28,9,3,71,26,1008
10/04/2013,Moderate or heavy rain shower,35,28,10,7,68,38,1009
11/04/2013,Moderate or heavy rain shower,34,28,7,18,74,35,1008
12/04/2013,Light rain shower,37,27,8,0,64,37,1009
13/04/2013,Light rain shower,32,27,10,3,64,42,1010
14/04/2013,Partly cloudy,38,26,11,0,61,28,1010
15/04/2013,Partly cloudy,37,27,12,0,61,15,1008
16/04/2013,Partly cloudy,37,27,11,0,64,18,1007
17/04/2013,Patchy light rain with thunder,36,28,12,9,65,28,1007
18/04/2013,Light rain shower,37,28,9,1,62,40,1006
19/04/2013,Patchy rain possible,37,28,10,3,63,28,1007
20/04/2013,Patchy rain possible,36,28,10,1,61,29,1008
21/04/2013,Patchy rain possible,35,27,9,1,62,31,1009
22/04/2013,Torrential rain shower,37,28,9,18,64,40,1009
23/04/2013,Moderate or heavy rain shower,30,28,5,6,74,56,1010
24/04/2013,Patchy rain possible,36,27,11,1,67,32,1010
25/04/2013,Partly cloudy,36,27,12,0,67,14,1010
26/04/2013,Moderate or heavy rain shower,37,27,8,15,68,25,1010
27/04/2013,Light rain shower,35,28,5,5,68,31,1009
28/04/2013,Torrential rain shower,34,27,9,32,73,51,1009
29/04/2013,Partly cloudy,35,27,11,0,70,20,1009
30/04/2013,Sunny,37,27,10,0,66,16,1008
01/05/2013,Moderate or heavy rain shower,38,28,7,8,65,22,1007
02/05/2013,Patchy light rain with thunder,36,28,7,14,69,16,1006
03/05/2013,Patchy rain possible,37,28,8,2,68,20,1006
04/05/2013,Torrential rain shower,35,28,8,16,69,27,1008
05/05/2013,Partly cloudy,37,28,10,0,63,23,1008
06/05/2013,Moderate or heavy rain shower,38,29,7,13,64,29,1008
07/05/2013,Moderate or heavy rain shower,36,28,4,10,71,26,1008
08/05/2013,Torrential rain shower,36,29,7,18,72,32,1008
09/05/2013,Moderate or heavy rain shower,35,28,9,8,73,44,1008
10/05/2013,Moderate or heavy rain shower,36,28,6,6,68,17,1007
11/05/2013,Patchy light rain with thunder,36,29,8,5,67,23,1006
12/05/2013,Moderate or heavy rain shower,35,29,8,14,72,28,1008
13/05/2013,Moderate or heavy rain shower,36,28,7,2,69,31,1007
14/05/2013,Moderate or heavy rain shower,37,28,8,7,67,20,1006
15/05/2013,Patchy light rain with thunder,36,28,9,10,68,30,1005
16/05/2013,Moderate or heavy rain shower,35,28,9,13,71,29,1006
17/05/2013,Moderate or heavy rain shower,35,28,9,17,73,29,1008
18/05/2013,Torrential rain shower,35,28,8,21,73,30,1008
19/05/2013,Moderate or heavy rain shower,34,28,8,13,74,27,1008
20/05/2013,Torrential rain shower,35,27,9,22,74,27,1008
21/05/2013,Moderate or heavy rain shower,34,27,9,9,75,22,1007
22/05/2013,Moderate or heavy rain shower,36,27,10,11,73,21,1007
23/05/2013,Torrential rain shower,35,28,9,24,75,27,1008
24/05/2013,Moderate or heavy rain shower,34,27,9,13,76,27,1009
25/05/2013,Patchy rain possible,35,27,8,2,71,22,1009
26/05/2013,Moderate or heavy rain shower,35,27,8,12,74,31,1009
27/05/2013,Patchy light rain with thunder,35,27,8,6,72,16,1008
28/05/2013,Moderate or heavy rain shower,34,27,7,15,73,19,1008
29/05/2013,Moderate or heavy rain shower,34,27,7,10,74,23,1008
30/05/2013,Torrential rain shower,35,27,7,17,74,23,1008
31/05/2013,Moderate or heavy rain shower,34,27,5,12,75,27,1008
01/06/2013,Moderate or heavy rain shower,35,27,7,16,74,31,1007
02/06/2013,Moderate or heavy rain shower,34,26,7,3,74,39,1006
03/06/2013,Moderate or heavy rain shower,34,26,10,15,73,29,1006
04/06/2013,Light drizzle,32,27,7,6,77,45,1008
05/06/2013,Light rain shower,34,26,8,1,72,30,1008
06/06/2013,Moderate or heavy rain shower,35,26,6,10,71,31,1008
07/06/2013,Torrential rain shower,37,26,5,14,72,28,1007
08/06/2013,Torrential rain shower,35,27,7,14,76,27,1005
09/06/2013,Patchy light rain with thunder,36,27,8,17,78,22,1004
10/06/2013,Patchy light rain with thunder,35,26,12,6,75,20,1003
11/06/2013,Moderate or heavy rain shower,34,27,10,10,78,26,1004
12/06/2013,Moderate or heavy rain shower,33,26,8,8,81,49,1005
13/06/2013,Moderate or heavy rain shower,30,26,9,11,88,58,1004
14/06/2013,Light rain shower,29,25,12,9,89,66,1004
15/06/2013,Light rain shower,30,25,10,10,87,57,1004
16/06/2013,Light rain shower,29,25,10,6,86,44,1005
17/06/2013,Light rain shower,30,25,10,6,85,62,1004
18/06/2013,Light rain shower,31,25,11,8,86,56,1004
19/06/2013,Moderate or heavy rain shower,32,26,13,25,84,44,1004
20/06/2013,Torrential rain shower,31,26,12,30,86,50,1005
21/06/2013,Moderate or heavy rain shower,31,26,10,39,88,66,1007
22/06/2013,Torrential rain shower,31,25,13,31,88,46,1006
23/06/2013,Moderate or heavy rain shower,31,25,11,9,85,31,1006
24/06/2013,Moderate or heavy rain shower,32,25,7,6,83,30,1009
25/06/2013,Patchy rain possible,34,26,7,5,77,18,1010
26/06/2013,Moderate or heavy rain shower,35,25,8,5,76,17,1009
27/06/2013,Patchy light rain with thunder,34,26,8,2,78,27,1008
28/06/2013,Patchy light rain with thunder,34,26,9,10,79,30,1007
29/06/2013,Patchy light rain with thunder,34,25,9,1,79,23,1007
30/06/2013,Light rain shower,35,26,9,4,74,27,1007
01/07/2013,Moderate or heavy rain shower,34,26,9,16,78,26,1005
02/07/2013,Moderate or heavy rain shower,32,26,9,15,83,49,1006
03/07/2013,Moderate or heavy rain shower,33,26,6,13,83,61,1007
04/07/2013,Moderate or heavy rain shower,34,25,6,11,82,37,1006
05/07/2013,Torrential rain shower,33,25,6,19,84,43,1006
06/07/2013,Moderate or heavy rain shower,31,25,7,12,85,51,1007
07/07/2013,Moderate or heavy rain shower,31,25,6,7,85,57,1008
08/07/2013,Moderate or heavy rain shower,33,24,6,14,82,57,1009
09/07/2013,Light rain shower,32,25,5,7,83,70,1008
10/07/2013,Patchy rain possible,33,25,7,0,77,34,1008
11/07/2013,Patchy rain possible,34,25,8,1,77,25,1008
12/07/2013,Partly cloudy,34,25,10,0,77,23,1007
13/07/2013,Partly cloudy,35,26,8,0,75,16,1005
14/07/2013,Patchy rain possible,34,26,10,2,78,30,1005
15/07/2013,Torrential rain shower,33,25,11,19,84,54,1006
16/07/2013,Light rain shower,28,24,13,5,89,74,1007
17/07/2013,Light rain shower,28,24,11,1,87,76,1007
18/07/2013,Moderate or heavy rain shower,30,25,9,9,85,58,1005
19/07/2013,Moderate or heavy rain shower,30,24,14,19,89,73,1005
20/07/2013,Moderate or heavy rain shower,28,23,13,15,91,69,1007
21/07/2013,Moderate rain,27,24,12,18,93,71,1005
22/07/2013,Moderate or heavy rain shower,30,24,11,18,91,64,1005
23/07/2013,Light rain shower,27,24,12,8,93,71,1006
24/07/2013,Light rain shower,29,24,10,6,87,57,1008
25/07/2013,Moderate or heavy rain shower,31,24,10,6,83,38,1008
26/07/2013,Moderate or heavy rain shower,32,25,11,7,81,37,1007
27/07/2013,Moderate or heavy rain shower,33,25,11,8,82,31,1008
28/07/2013,Moderate or heavy rain shower,33,25,10,4,81,28,1007
29/07/2013,Patchy rain possible,32,26,12,3,79,34,1008
30/07/2013,Moderate or heavy rain shower,33,25,11,19,79,47,1007
31/07/2013,Light rain shower,31,25,11,11,84,66,1006
01/08/2013,Light rain shower,29,24,12,6,86,68,1005
02/08/2013,Torrential rain shower,30,24,14,25,88,54,1006
03/08/2013,Moderate or heavy rain shower,29,24,11,5,88,72,1008
04/08/2013,Patchy rain possible,33,25,5,1,80,43,1009
05/08/2013,Moderate or heavy rain shower,32,26,7,25,82,38,1009
06/08/2013,Moderate or heavy rain shower,32,25,9,21,85,61,1007
07/08/2013,Light rain shower,33,25,9,4,84,38,1007
08/08/2013,Moderate or heavy rain shower,32,26,8,8,83,27,1008
09/08/2013,Moderate or heavy rain shower,33,25,8,8,81,48,1008
10/08/2013,Torrential rain shower,33,25,7,19,83,66,1008
11/08/2013,Moderate or heavy rain shower,32,25,9,18,86,64,1007
12/08/2013,Moderate or heavy rain shower,31,25,10,13,86,61,1006
